id_movimiento,codigo_producto,tipo,cantidad,fecha
1851,SIER-C1,S,1,2024-12-11
1852,TOMA-SNC,S,20,2024-12-11
1853,TORN-M10,S,1,2024-12-11
1854,TORN-M4,S,5,2024-12-11
1855,TORN-M8,S,8,2024-12-11
1856,TURC-M6,S,41,2024-12-11
1857,TURC-M8,S,63,2024-12-11
1858,CINT-5M,S,1,2024-12-12
1859,CLAV-3P,S,4,2024-12-12
1860,CODE-1P,S,1,2024-12-12
1861,ESMA-NG,S,3,2024-12-12
1862,FOCOS-L9,S,5,2024-12-12
1863,INTE-SNC,S,1,2024-12-12
1864,LIJAD-1,S,4,2024-12-12
1865,ROND-M6,S,10,2024-12-12
1866,ROND-M8,S,7,2024-12-12
1867,SIER-HK,S,1,2024-12-12
1868,TOMA-SNC,S,1,2024-12-12
1869,TORN-M10,S,2,2024-12-12
1870,TORN-M4,S,4,2024-12-12
1871,TORN-M6,S,1,2024-12-12
1872,TORN-M8,S,16,2024-12-12
1873,TURC-M6,S,51,2024-12-12
1874,TURC-M8,S,24,2024-12-12
1875,ESMA-NG,E,42,2024-12-13
1876,CLAV-3P,S,2,2024-12-13
1877,CODE-1P,S,12,2024-12-13
1878,CODE-2P,S,3,2024-12-13
1879,ESMA-NG,S,1,2024-12-13
1880,FOCOS-L15,S,3,2024-12-13
1881,FOCOS-L9,S,4,2024-12-13
1882,LIJAD-1,S,2,2024-12-13
1883,PINT-BG,S,1,2024-12-13
1884,PINT-BL,S,4,2024-12-13
1885,PINT-GR,S,1,2024-12-13
1886,ROND-M6,S,32,2024-12-13
1887,ROND-M8,S,19,2024-12-13
1888,SELL-TF,S,1,2024-12-13
1889,TOMA-SNC,S,10,2024-12-13
1890,TORN-M10,S,9,2024-12-13
1891,TORN-M4,S,7,2024-12-13
1892,TORN-M6,S,4,2024-12-13
1893,TORN-M8,S,3,2024-12-13
1894,TURC-M6,S,115,2024-12-13
1895,TURC-M8,S,37,2024-12-13
1896,BROD-4P,S,1,2024-12-14
1897,CLAV-3P,S,1,2024-12-14
1898,CODE-1P,S,2,2024-12-14
1899,DEST-PH2,S,2,2024-12-14
1900,ESMA-NG,S,1,2024-12-14
1901,FOCOS-L15,S,1,2024-12-14
1902,FOCOS-L9,S,4,2024-12-14
1903,LLAV-12,S,1,2024-12-14
1904,MART-2A,S,1,2024-12-14
1905,PINT-BG,S,1,2024-12-14
1906,PINT-BL,S,4,2024-12-14
1907,PINT-GR,S,1,2024-12-14
1908,ROLLO-1,S,1,2024-12-14
1909,ROND-M6,S,23,2024-12-14
1910,ROND-M8,S,6,2024-12-14
1911,SIER-HK,S,1,2024-12-14
1912,TOMA-SNC,S,10,2024-12-14
1913,TORN-M10,S,9,2024-12-14
1914,TORN-M4,S,4,2024-12-14
1915,TORN-M6,S,15,2024-12-14
1916,TORN-M8,S,21,2024-12-14
1917,TURC-M6,S,77,2024-12-14
1918,TURC-M8,S,14,2024-12-14
1919,ESMER-2,E,4,2024-12-16
1920,CLAV-2P,S,1,2024-12-16
1921,CLAV-3P,S,3,2024-12-16
1922,CODE-1P,S,5,2024-12-16
1923,ESMA-NG,S,1,2024-12-16
1924,FOCOS-L15,S,1,2024-12-16
1925,FOCOS-L9,S,1,2024-12-16
1926,LIJAD-1,S,5,2024-12-16
1927,NIVE-60,S,1,2024-12-16
1928,PINT-BL,S,1,2024-12-16
1929,PINT-GR,S,1,2024-12-16
1930,PLIE-8P,S,1,2024-12-16
1931,ROND-M6,S,18,2024-12-16
1932,ROND-M8,S,11,2024-12-16
1933,TOMA-SNC,S,14,2024-12-16
1934,TORN-M10,S,6,2024-12-16
1935,TORN-M4,S,5,2024-12-16
1936,TORN-M6,S,1,2024-12-16
1937,TORN-M8,S,28,2024-12-16
1938,TURC-M6,S,50,2024-12-16
1939,BROD-2P,S,1,2024-12-17
1940,BROD-4P,S,1,2024-12-17
1941,CINT-5M,S,1,2024-12-17
1942,CLAV-2P,S,1,2024-12-17
1943,CODE-1P,S,9,2024-12-17
1944,DEST-PH2,S,2,2024-12-17
1945,FOCOS-L15,S,1,2024-12-17
1946,FOCOS-L9,S,3,2024-12-17
1947,MART-2A,S,2,2024-12-17
1948,PINT-BL,S,13,2024-12-17
1949,PINT-GR,S,1,2024-12-17
1950,ROND-M6,S,13,2024-12-17
1951,ROND-M8,S,54,2024-12-17
1952,TOMA-SNC,S,10,2024-12-17
1953,TORN-M10,S,4,2024-12-17
1954,TORN-M4,S,1,2024-12-17
1955,TORN-M6,S,1,2024-12-17
1956,TORN-M8,S,1,2024-12-17
1957,TURC-M6,S,102,2024-12-17
1958,TURC-M8,S,16,2024-12-17
1959,CABL-12,S,9,2024-12-18
1960,CLAV-3P,S,2,2024-12-18
1961,DEST-PL6,S,1,2024-12-18
1962,ESMA-NG,S,1,2024-12-18
1963,ESMER-1,S,1,2024-12-18
1964,FOCOS-L15,S,2,2024-12-18
1965,FOCOS-L9,S,1,2024-12-18
1966,LIJAD-1,S,1,2024-12-18
1967,MART-2A,S,1,2024-12-18
1968,PINT-BL,S,10,2024-12-18
1969,ROND-M6,S,19,2024-12-18
1970,ROND-M8,S,24,2024-12-18
1971,SELL-TF,S,1,2024-12-18
1972,TOMA-SNC,S,23,2024-12-18
1973,TORN-M10,S,7,2024-12-18
1974,TORN-M4,S,7,2024-12-18
1975,TORN-M6,S,7,2024-12-18
1976,TORN-M8,S,14,2024-12-18
1977,TURC-M6,S,43,2024-12-18
1978,TURC-M8,S,27,2024-12-18
1979,BROD-4P,S,1,2024-12-19
1980,CABL-12,S,11,2024-12-19
1981,CINT-5M,S,2,2024-12-19
1982,CLAV-3P,S,3,2024-12-19
1983,CODE-1P,S,4,2024-12-19
1984,CODE-2P,S,1,2024-12-19
1985,ESMA-BL,S,1,2024-12-19
1986,ESMA-NG,S,2,2024-12-19
1987,FOCOS-L15,S,1,2024-12-19
1988,FOCOS-L9,S,1,2024-12-19
1989,LLAV-12,S,1,2024-12-19
1990,MART-2A,S,1,2024-12-19
1991,PINT-BL,S,1,2024-12-19
1992,ROND-M6,S,37,2024-12-19
1993,ROND-M8,S,5,2024-12-19
1994,SELL-TF,S,1,2024-12-19
1995,SOPLA-1,S,1,2024-12-19
1996,TALDR-1,S,1,2024-12-19
1997,TOMA-SNC,S,6,2024-12-19
1998,TORN-M10,S,9,2024-12-19
1999,TORN-M4,S,10,2024-12-19
2000,TORN-M6,S,6,2024-12-19
2001,TORN-M8,S,26,2024-12-19
2002,TURC-M6,S,57,2024-12-19
2003,TURC-M8,S,37,2024-12-19
2004,CLAV-3P,E,145,2024-12-20
2005,NIVE-60,E,20,2024-12-20
2006,CLAV-2P,S,1,2024-12-20
2007,CLAV-3P,S,2,2024-12-20
2008,CODE-1P,S,2,2024-12-20
2009,DEST-PH2,S,1,2024-12-20
2010,FOCOS-L9,S,2,2024-12-20
2011,LIJAD-1,S,1,2024-12-20
2012,MART-2A,S,1,2024-12-20
2013,PINT-BL,S,16,2024-12-20
2014,PINT-GR,S,1,2024-12-20
2015,PLIE-6P,S,1,2024-12-20
2016,ROND-M6,S,40,2024-12-20
2017,ROND-M8,S,49,2024-12-20
2018,SELL-TF,S,1,2024-12-20
2019,SIER-HK,S,1,2024-12-20
2020,SOPLA-1,S,1,2024-12-20
2021,TOMA-SNC,S,3,2024-12-20
2022,TORN-M10,S,2,2024-12-20
2023,TORN-M4,S,17,2024-12-20
2024,TORN-M6,S,3,2024-12-20
2025,TORN-M8,S,4,2024-12-20
2026,TURC-M6,S,33,2024-12-20
2027,TURC-M8,S,21,2024-12-20
2028,BROD-2P,E,40,2024-12-21
2029,BROD-4P,S,1,2024-12-21
2030,CABL-14,S,12,2024-12-21
2031,CODE-1P,S,11,2024-12-21
2032,FOCOS-L15,S,1,2024-12-21
2033,FOCOS-L9,S,2,2024-12-21
2034,MART-2A,S,2,2024-12-21
2035,PINT-BG,S,1,2024-12-21
2036,PINT-BL,S,2,2024-12-21
2037,PINT-GR,S,5,2024-12-21
2038,ROND-M6,S,42,2024-12-21
2039,ROND-M8,S,5,2024-12-21
2040,SIER-HK,S,1,2024-12-21
2041,TOMA-SNC,S,6,2024-12-21
2042,TORN-M10,S,7,2024-12-21
2043,TORN-M4,S,6,2024-12-21
2044,TORN-M6,S,14,2024-12-21
2045,TORN-M8,S,3,2024-12-21
2046,TURC-M6,S,108,2024-12-21
2047,TURC-M8,S,6,2024-12-21
2048,CABL-12,E,53,2024-12-23
2049,CODE-1P,E,300,2024-12-23
2050,PINT-BG,E,37,2024-12-23
2051,ROND-M6,E,2050,2024-12-23
2052,CLAV-3P,S,1,2024-12-23
2053,CODE-1P,S,3,2024-12-23
2054,DEST-PL6,S,1,2024-12-23
2055,ESMA-NG,S,2,2024-12-23
2056,ESMER-1,S,1,2024-12-23
2057,FOCOS-L9,S,4,2024-12-23
2058,LIJAD-1,S,1,2024-12-23
2059,LLAV-12,S,1,2024-12-23
2060,MART-2A,S,1,2024-12-23
2061,PINT-BG,S,3,2024-12-23
2062,PINT-BL,S,3,2024-12-23
2063,ROND-M6,S,9,2024-12-23
2064,ROND-M8,S,7,2024-12-23
2065,TOMA-SNC,S,5,2024-12-23
2066,TORN-M10,S,6,2024-12-23
2067,TORN-M4,S,1,2024-12-23
2068,TORN-M6,S,5,2024-12-23
2069,TORN-M8,S,33,2024-12-23
2070,TUBO-1P,S,1,2024-12-23
2071,TURC-M6,S,63,2024-12-23
2072,TURC-M8,S,16,2024-12-23
2073,SIER-C1,E,4,2024-12-24
2074,CLAV-3P,S,8,2024-12-24
2075,CODE-1P,S,1,2024-12-24
2076,ESMA-NG,S,1,2024-12-24
2077,FOCOS-L9,S,6,2024-12-24
2078,LIJAD-1,S,1,2024-12-24
2079,MART-2A,S,2,2024-12-24
2080,PINT-BL,S,5,2024-12-24
2081,PINT-GR,S,1,2024-12-24
2082,ROND-M6,S,5,2024-12-24
2083,ROND-M8,S,38,2024-12-24
2084,TOMA-DBL,S,1,2024-12-24
2085,TOMA-SNC,S,14,2024-12-24
2086,TORN-M10,S,8,2024-12-24
2087,TORN-M4,S,7,2024-12-24
2088,TORN-M6,S,3,2024-12-24
2089,TORN-M8,S,3,2024-12-24
2090,TURC-M6,S,63,2024-12-24
2091,TURC-M8,S,19,2024-12-24
2092,BROD-4P,S,1,2024-12-25
2093,CLAV-3P,S,2,2024-12-25
2094,CODE-1P,S,3,2024-12-25
2095,ESMA-NG,S,2,2024-12-25
2096,FOCOS-L15,S,1,2024-12-25
2097,FOCOS-L9,S,1,2024-12-25
2098,LIJAD-1,S,2,2024-12-25
2099,LLAV-12,S,1,2024-12-25
2100,MART-2A,S,1,2024-12-25
2101,PINT-BL,S,12,2024-12-25
2102,PLIE-8P,S,2,2024-12-25
2103,ROND-M6,S,57,2024-12-25
2104,ROND-M8,S,23,2024-12-25
2105,TOMA-SNC,S,16,2024-12-25
2106,TORN-M10,S,6,2024-12-25
2107,TORN-M4,S,4,2024-12-25
2108,TORN-M6,S,3,2024-12-25
2109,TORN-M8,S,2,2024-12-25
2110,TURC-M6,S,19,2024-12-25
2111,TURC-M8,S,25,2024-12-25
2112,TORN-M4,E,1050,2024-12-26
2113,BROD-4P,S,1,2024-12-26
2114,CLAV-2P,S,1,2024-12-26
2115,CLAV-3P,S,4,2024-12-26
2116,CODE-1P,S,7,2024-12-26
2117,CODE-2P,S,3,2024-12-26
2118,ESMA-BL,S,1,2024-12-26
2119,FOCOS-L15,S,3,2024-12-26
2120,FOCOS-L9,S,6,2024-12-26
2121,LIJAD-1,S,1,2024-12-26
2122,NIVE-60,S,2,2024-12-26
2123,PINT-BG,S,1,2024-12-26
2124,PINT-BL,S,9,2024-12-26
2125,PINT-GR,S,1,2024-12-26
2126,ROND-M6,S,24,2024-12-26
2127,ROND-M8,S,33,2024-12-26
2128,TOMA-SNC,S,15,2024-12-26
2129,TORN-M10,S,15,2024-12-26
2130,TORN-M6,S,4,2024-12-26
2131,TORN-M8,S,4,2024-12-26
2132,TUBO-2P,S,25,2024-12-26
2133,TURC-M6,S,22,2024-12-26
2134,TURC-M8,S,53,2024-12-26
2135,TORN-M10,E,450,2024-12-27
2136,BROD-4P,S,1,2024-12-27
2137,CLAV-3P,S,5,2024-12-27
2138,CODE-1P,S,1,2024-12-27
2139,FOCOS-L9,S,1,2024-12-27
2140,LIAV-10,S,1,2024-12-27
2141,MART-2A,S,1,2024-12-27
2142,NIVE-60,S,2,2024-12-27
2143,PINT-BL,S,8,2024-12-27
2144,PINT-GR,S,1,2024-12-27
2145,PLIE-6P,S,1,2024-12-27
2146,ROLLO-1,S,1,2024-12-27
2147,ROND-M6,S,7,2024-12-27
2148,ROND-M8,S,38,2024-12-27
2149,SELL-TF,S,3,2024-12-27
2150,TOMA-SNC,S,1,2024-12-27
2151,TORN-M10,S,20,2024-12-27
2152,TORN-M4,S,2,2024-12-27
2153,TORN-M6,S,8,2024-12-27
2154,TORN-M8,S,7,2024-12-27
2155,TURC-M6,S,54,2024-12-27
2156,TURC-M8,S,35,2024-12-27
2157,PINT-BL,E,195,2024-12-28
2158,TOMA-DBL,E,60,2024-12-28
2159,TOMA-SNC,E,490,2024-12-28
2160,BROD-4P,S,2,2024-12-28
2161,CLAV-2P,S,1,2024-12-28
2162,CLAV-3P,S,2,2024-12-28
2163,CODE-1P,S,4,2024-12-28
2164,CODE-2P,S,2,2024-12-28
2165,DEST-PH2,S,1,2024-12-28
2166,ESMA-NG,S,1,2024-12-28
2167,FOCOS-L15,S,2,2024-12-28
2168,INTE-SNC,S,2,2024-12-28
2169,MART-2A,S,2,2024-12-28
2170,PINT-BG,S,2,2024-12-28
2171,PINT-BL,S,3,2024-12-28
2172,PLIE-6P,S,1,2024-12-28
2173,ROND-M6,S,52,2024-12-28
2174,ROND-M8,S,61,2024-12-28
2175,SOPLA-1,S,1,2024-12-28
2176,TOMA-SNC,S,5,2024-12-28
2177,TORN-M10,S,2,2024-12-28
2178,TORN-M4,S,2,2024-12-28
2179,TORN-M6,S,9,2024-12-28
2180,TORN-M8,S,8,2024-12-28
2181,TURC-M6,S,49,2024-12-28
2182,TURC-M8,S,44,2024-12-28
2183,CABL-14,E,15,2024-12-30
2184,SOPLA-1,E,4,2024-12-30
2185,BROD-2P,S,1,2024-12-30
2186,CLAV-3P,S,2,2024-12-30
2187,CODE-1P,S,2,2024-12-30
2188,CODE-2P,S,2,2024-12-30
2189,FOCOS-L15,S,1,2024-12-30
2190,FOCOS-L9,S,2,2024-12-30
2191,LIJAD-1,S,3,2024-12-30
2192,MART-2A,S,1,2024-12-30
2193,NIVE-60,S,1,2024-12-30
2194,PINT-BL,S,4,2024-12-30
2195,PINT-GR,S,2,2024-12-30
2196,PLIE-6P,S,1,2024-12-30
2197,ROND-M6,S,16,2024-12-30
2198,ROND-M8,S,6,2024-12-30
2199,TOMA-SNC,S,12,2024-12-30
2200,TORN-M10,S,12,2024-12-30
2201,TORN-M4,S,4,2024-12-30
2202,TORN-M6,S,3,2024-12-30
2203,TORN-M8,S,12,2024-12-30
2204,TURC-M6,S,45,2024-12-30
2205,TURC-M8,S,31,2024-12-30
2206,CODE-2P,S,1,2024-12-31
2207,ESMA-NG,S,1,2024-12-31
2208,FOCOS-L15,S,1,2024-12-31
2209,FOCOS-L9,S,3,2024-12-31
2210,LIJAD-1,S,2,2024-12-31
2211,MART-2A,S,3,2024-12-31
2212,PINT-BL,S,4,2024-12-31
2213,ROND-M6,S,34,2024-12-31
2214,ROND-M8,S,20,2024-12-31
2215,SELL-TF,S,2,2024-12-31
2216,SOPLA-1,S,1,2024-12-31
2217,TOMA-DBL,S,1,2024-12-31
2218,TOMA-SNC,S,17,2024-12-31
2219,TORN-M10,S,12,2024-12-31
2220,TORN-M4,S,6,2024-12-31
2221,TORN-M6,S,6,2024-12-31
2222,TORN-M8,S,16,2024-12-31
2223,TURC-M6,S,7,2024-12-31
2224,TURC-M8,S,23,2024-12-31
2225,ROND-M8,E,1850,2025-01-01
2226,CLAV-3P,S,7,2025-01-01
2227,CODE-1P,S,1,2025-01-01
2228,CODE-2P,S,1,2025-01-01
2229,ESMA-NG,S,2,2025-01-01
2230,FOCOS-L9,S,2,2025-01-01
2231,LIJAD-1,S,1,2025-01-01
2232,PINT-BL,S,2,2025-01-01
2233,PINT-GR,S,1,2025-01-01
2234,ROND-M6,S,51,2025-01-01
2235,ROND-M8,S,43,2025-01-01
2236,TOMA-SNC,S,2,2025-01-01
2237,TORN-M10,S,2,2025-01-01
2238,TORN-M4,S,4,2025-01-01
2239,TORN-M6,S,3,2025-01-01
2240,TORN-M8,S,36,2025-01-01
2241,TURC-M6,S,51,2025-01-01
2242,TURC-M8,S,6,2025-01-01
2243,LIAV-10,E,16,2025-01-02
2244,CABL-12,S,12,2025-01-02
2245,CLAV-3P,S,2,2025-01-02
2246,CODE-1P,S,3,2025-01-02
2247,ESMA-NG,S,1,2025-01-02
2248,FOCOS-L15,S,1,2025-01-02
2249,FOCOS-L9,S,2,2025-01-02
2250,PINT-BG,S,1,2025-01-02
2251,PINT-BL,S,2,2025-01-02
2252,PINT-GR,S,1,2025-01-02
2253,ROND-M6,S,23,2025-01-02
2254,ROND-M8,S,26,2025-01-02
2255,SOPLA-1,S,1,2025-01-02
2256,TOMA-SNC,S,23,2025-01-02
2257,TORN-M10,S,8,2025-01-02
2258,TORN-M6,S,1,2025-01-02
2259,TORN-M8,S,1,2025-01-02
2260,TURC-M6,S,20,2025-01-02
2261,TURC-M8,S,23,2025-01-02
2262,BROD-2P,S,1,2025-01-03
2263,CODE-1P,S,3,2025-01-03
2264,CODE-2P,S,2,2025-01-03
2265,DEST-PL6,S,1,2025-01-03
2266,ESMA-NG,S,3,2025-01-03
2267,FOCOS-L15,S,1,2025-01-03
2268,LIJAD-1,S,1,2025-01-03
2269,PINT-BG,S,1,2025-01-03
2270,PINT-BL,S,2,2025-01-03
2271,ROLLO-1,S,1,2025-01-03
2272,ROND-M6,S,15,2025-01-03
2273,ROND-M8,S,42,2025-01-03
2274,TABL-2P,S,9,2025-01-03
2275,TOMA-SNC,S,2,2025-01-03
2276,TORN-M10,S,3,2025-01-03
2277,TORN-M4,S,2,2025-01-03
2278,TORN-M6,S,11,2025-01-03
2279,TORN-M8,S,7,2025-01-03
2280,TURC-M6,S,70,2025-01-03
2281,TURC-M8,S,32,2025-01-03
2282,TUBO-2P,E,41,2025-01-04
2283,CABL-12,S,8,2025-01-04
2284,CLAV-3P,S,1,2025-01-04
2285,CODE-1P,S,14,2025-01-04
2286,CODE-2P,S,1,2025-01-04
2287,DEST-PL6,S,1,2025-01-04
2288,ESMA-NG,S,3,2025-01-04
2289,LIJAD-1,S,1,2025-01-04
2290,LLAV-12,S,1,2025-01-04
2291,MART-2A,S,2,2025-01-04
2292,PINT-BG,S,2,2025-01-04
2293,PINT-BL,S,1,2025-01-04
2294,PINT-GR,S,2,2025-01-04
2295,PLIE-6P,S,1,2025-01-04
2296,ROND-M6,S,14,2025-01-04
2297,ROND-M8,S,24,2025-01-04
2298,TOMA-SNC,S,6,2025-01-04
2299,TORN-M10,S,5,2025-01-04
2300,TORN-M4,S,10,2025-01-04
2301,TORN-M6,S,1,2025-01-04
2302,TORN-M8,S,7,2025-01-04
2303,TURC-M6,S,45,2025-01-04
2304,TURC-M8,S,10,2025-01-04
2305,CLAV-3P,S,1,2025-01-06
2306,CODE-1P,S,7,2025-01-06
2307,DEST-PH2,S,1,2025-01-06
2308,ESMA-NG,S,2,2025-01-06
2309,FOCOS-L9,S,2,2025-01-06
2310,MART-2A,S,2,2025-01-06
2311,PINT-BG,S,2,2025-01-06
2312,ROND-M6,S,24,2025-01-06
2313,ROND-M8,S,20,2025-01-06
2314,TOMA-SNC,S,1,2025-01-06
2315,TORN-M10,S,10,2025-01-06
2316,TORN-M6,S,5,2025-01-06
2317,TORN-M8,S,15,2025-01-06
2318,TUBO-1P,S,1,2025-01-06
2319,TURC-M6,S,13,2025-01-06
2320,TURC-M8,S,36,2025-01-06
2321,BROD-4P,E,30,2025-01-07
2322,TALDR-1,E,6,2025-01-07
2323,CINT-5M,S,1,2025-01-07
2324,CLAV-3P,S,1,2025-01-07
2325,CODE-1P,S,12,2025-01-07
2326,ESMA-NG,S,1,2025-01-07
2327,FOCOS-L15,S,2,2025-01-07
2328,FOCOS-L9,S,1,2025-01-07
2329,INTE-SNC,S,1,2025-01-07
2330,MART-2A,S,4,2025-01-07
2331,NIVE-60,S,1,2025-01-07
2332,ROND-M6,S,16,2025-01-07
2333,ROND-M8,S,26,2025-01-07
2334,TOMA-SNC,S,19,2025-01-07
2335,TORN-M10,S,5,2025-01-07
2336,TORN-M4,S,3,2025-01-07
2337,TORN-M6,S,6,2025-01-07
2338,TORN-M8,S,25,2025-01-07
2339,TURC-M6,S,9,2025-01-07
2340,TURC-M8,S,6,2025-01-07
2341,MART-2A,E,45,2025-01-08
2342,PINT-GR,E,31,2025-01-08
2343,PLIE-6P,E,16,2025-01-08
2344,CLAV-3P,S,3,2025-01-08
2345,CODE-1P,S,6,2025-01-08
2346,ESMA-NG,S,1,2025-01-08
2347,FOCOS-L15,S,1,2025-01-08
2348,LIAV-10,S,1,2025-01-08
2349,LLAV-12,S,1,2025-01-08
2350,NIVE-60,S,1,2025-01-08
2351,PINT-BL,S,2,2025-01-08
2352,PLIE-6P,S,1,2025-01-08
2353,ROND-M6,S,27,2025-01-08
2354,ROND-M8,S,4,2025-01-08
2355,TOMA-SNC,S,2,2025-01-08
2356,TORN-M10,S,24,2025-01-08
2357,TORN-M4,S,11,2025-01-08
2358,TORN-M6,S,12,2025-01-08
2359,TORN-M8,S,39,2025-01-08
2360,TURC-M6,S,41,2025-01-08
2361,TURC-M8,S,35,2025-01-08
2362,CLAV-3P,S,1,2025-01-09
2363,CODE-1P,S,3,2025-01-09
2364,FOCOS-L9,S,1,2025-01-09
2365,INTE-SNC,S,2,2025-01-09
2366,LIJAD-1,S,1,2025-01-09
2367,PINT-BG,S,2,2025-01-09
2368,PINT-BL,S,3,2025-01-09
2369,PLIE-6P,S,1,2025-01-09
2370,ROND-M6,S,8,2025-01-09
2371,ROND-M8,S,22,2025-01-09
2372,TOMA-SNC,S,12,2025-01-09
2373,TORN-M10,S,7,2025-01-09
2374,TORN-M4,S,8,2025-01-09
2375,TORN-M6,S,10,2025-01-09
2376,TORN-M8,S,13,2025-01-09
2377,TUBO-1P,S,2,2025-01-09
2378,TURC-M6,S,47,2025-01-09
2379,TURC-M8,S,20,2025-01-09
2380,CLAV-3P,S,2,2025-01-10
2381,CODE-1P,S,6,2025-01-10
2382,CODE-2P,S,1,2025-01-10
2383,ESMA-NG,S,1,2025-01-10
2384,FOCOS-L9,S,2,2025-01-10
2385,LLAV-12,S,1,2025-01-10
2386,MART-2A,S,2,2025-01-10
2387,PINT-GR,S,1,2025-01-10
2388,ROND-M6,S,18,2025-01-10
2389,ROND-M8,S,32,2025-01-10
2390,TOMA-SNC,S,9,2025-01-10
2391,TORN-M10,S,6,2025-01-10
2392,TORN-M4,S,3,2025-01-10
2393,TORN-M6,S,3,2025-01-10
2394,TORN-M8,S,36,2025-01-10
2395,TURC-M6,S,38,2025-01-10
2396,TURC-M8,S,50,2025-01-10
2397,ESMER-1,E,6,2025-01-11
2398,CLAV-3P,S,1,2025-01-11
2399,CODE-1P,S,2,2025-01-11
2400,DEST-PH2,S,1,2025-01-11
2401,ESMA-NG,S,1,2025-01-11
2402,FOCOS-L9,S,1,2025-01-11
2403,INTE-SNC,S,1,2025-01-11
2404,LLAV-12,S,1,2025-01-11
2405,PINT-BG,S,1,2025-01-11
2406,PINT-BL,S,5,2025-01-11
2407,PINT-GR,S,1,2025-01-11
2408,ROND-M6,S,6,2025-01-11
2409,ROND-M8,S,8,2025-01-11
2410,TOMA-SNC,S,12,2025-01-11
2411,TORN-M10,S,10,2025-01-11
2412,TORN-M4,S,10,2025-01-11
2413,TORN-M6,S,1,2025-01-11
2414,TORN-M8,S,13,2025-01-11
2415,TURC-M6,S,11,2025-01-11
2416,TURC-M8,S,10,2025-01-11
2417,TURC-M8,E,1450,2025-01-13
2418,CABL-12,S,14,2025-01-13
2419,CLAV-3P,S,3,2025-01-13
2420,CODE-1P,S,1,2025-01-13
2421,DEST-PH2,S,1,2025-01-13
2422,ESMA-NG,S,1,2025-01-13
2423,FOCOS-L15,S,3,2025-01-13
2424,FOCOS-L9,S,3,2025-01-13
2425,LLAV-12,S,3,2025-01-13
2426,NIVE-60,S,1,2025-01-13
2427,PLIE-8P,S,1,2025-01-13
2428,ROND-M6,S,16,2025-01-13
2429,ROND-M8,S,44,2025-01-13
2430,TOMA-SNC,S,5,2025-01-13
2431,TORN-M10,S,2,2025-01-13
2432,TORN-M6,S,6,2025-01-13
2433,TORN-M8,S,41,2025-01-13
2434,TUBO-1P,S,1,2025-01-13
2435,TURC-M6,S,102,2025-01-13
2436,TURC-M8,S,47,2025-01-13
2437,CINT-5M,S,1,2025-01-14
2438,CLAV-3P,S,3,2025-01-14
2439,CODE-1P,S,1,2025-01-14
2440,CODE-2P,S,2,2025-01-14
2441,DEST-PL6,S,2,2025-01-14
2442,FOCOS-L15,S,1,2025-01-14
2443,FOCOS-L9,S,2,2025-01-14
2444,LIJAD-1,S,2,2025-01-14
2445,LLAV-12,S,1,2025-01-14
2446,PINT-BG,S,1,2025-01-14
2447,PINT-BL,S,5,2025-01-14
2448,PLIE-8P,S,1,2025-01-14
2449,ROND-M6,S,56,2025-01-14
2450,ROND-M8,S,12,2025-01-14
2451,SELL-TF,S,2,2025-01-14
2452,TOMA-SNC,S,8,2025-01-14
2453,TORN-M10,S,1,2025-01-14
2454,TORN-M4,S,3,2025-01-14
2455,TORN-M6,S,1,2025-01-14
2456,TORN-M8,S,16,2025-01-14
2457,TURC-M6,S,151,2025-01-14
2458,TURC-M8,S,42,2025-01-14
2459,BROD-4P,S,1,2025-01-15
2460,CLAV-3P,S,2,2025-01-15
2461,CODE-1P,S,1,2025-01-15
2462,DEST-PL6,S,1,2025-01-15
2463,FOCOS-L15,S,2,2025-01-15
2464,FOCOS-L9,S,2,2025-01-15
2465,MART-2A,S,2,2025-01-15
2466,PINT-BL,S,1,2025-01-15
2467,ROND-M6,S,14,2025-01-15
2468,ROND-M8,S,43,2025-01-15
2469,SIER-HK,S,1,2025-01-15
2470,TOMA-SNC,S,27,2025-01-15
2471,TORN-M10,S,9,2025-01-15
2472,TORN-M4,S,9,2025-01-15
2473,TORN-M6,S,4,2025-01-15
2474,TORN-M8,S,12,2025-01-15
2475,TUBO-1P,S,1,2025-01-15
2476,TURC-M6,S,43,2025-01-15
2477,TURC-M8,S,13,2025-01-15
2478,CLAV-2P,S,3,2025-01-16
2479,CLAV-3P,S,1,2025-01-16
2480,CODE-1P,S,8,2025-01-16
2481,CODE-2P,S,2,2025-01-16
2482,ESMA-NG,S,2,2025-01-16
2483,INTE-SNC,S,1,2025-01-16
2484,PINT-BL,S,1,2025-01-16
2485,ROND-M6,S,53,2025-01-16
2486,ROND-M8,S,47,2025-01-16
2487,TOMA-SNC,S,19,2025-01-16
2488,TORN-M10,S,3,2025-01-16
2489,TORN-M4,S,4,2025-01-16
2490,TORN-M6,S,2,2025-01-16
2491,TORN-M8,S,23,2025-01-16
2492,TUBO-1P,S,1,2025-01-16
2493,TURC-M6,S,6,2025-01-16
2494,TURC-M8,S,78,2025-01-16
2495,LIJAD-1,E,40,2025-01-17
2496,SOPLA-1,E,4,2025-01-17
2497,BROD-4P,S,1,2025-01-17
2498,CLAV-3P,S,2,2025-01-17
2499,CODE-1P,S,6,2025-01-17
2500,CODE-2P,S,1,2025-01-17
2501,DEST-PL6,S,1,2025-01-17
2502,ESMA-NG,S,1,2025-01-17
